intEpsilon: 1e-05
cutEpsilon: 1e-05
Warning: Control callbacks may disable some MIP features.
Lazy constraint(s) or lazy constraint callback is present.
    Disabling dual reductions (CPX_PARAM_REDUCE) in presolve.
Clique table members: 240722.
MIP emphasis: balance optimality and feasibility.
MIP search method: traditional branch-and-cut.
Parallel mode: none, using 1 thread.
Root relaxation solution time = 252.80 sec. (66661.74 ticks)
    146    82        cutoff             52.7013       61.7564   161957   17.18%x_ENSMUSP0000005 U    146    144     19
Elapsed time = 8379.19 sec. (2085573.15 ticks, tree = 42.48 MB, solutions = 4)
Lazy DEBUG Label, root: ENSMUSP00000019060   y value: 1
Lazy DEBUG Label, root: ENSP00000296871   y value: 1
    154    86       52.9621    35       52.7013       61.5720   162726   16.83%mm_ENSMUSP000000 U    154    153     17
    157    85       58.2982   188       52.7013       61.4844   164369   16.67%x_ENSP0000026659 U    157     74     13
    161    89       56.1605    47       52.7013       61.4844   165469   16.67%x_ENSMUSP0000002 D    161    160     17
Lazy DEBUG Label, root: ENSMUSP00000019060   y value: 1
Lazy DEBUG Label, root: ENSP00000296871   y value: 1
    165    89       57.6391   153       52.7013       61.3996   166752   16.51%x_ENSMUSP0000003 U    165     75     14
    168    92       55.4020   307       52.7013       61.3996   170101   16.51%x_ENSP0000041786 N    168    167     17
    172    96       54.9249   272       52.7013       61.3996   171501   16.51%x_ENSMUSP0000002 D    172    171     21
    173    97       54.8236   252       52.7013       61.3996   171801   16.51%x_ENSMUSP0000002 D    173    172     22
    180   104       54.6352    46       52.7013       61.3996   172396   16.51%x_ENSMUSP0000002 D    180    179     29
    182   106       54.6156    93       52.7013       61.3996   172558   16.51%x_ENSMUSP0000008 D    182    181     31
    184   107       52.7819    31       52.7013       61.3996   173070   16.51%x_ENSP0000026124 U    184    183     33
Elapsed time = 8678.41 sec. (2184452.36 ticks, tree = 44.16 MB, solutions = 4)
    186   107       59.0891   141       52.7013       60.7058   174995   15.19%x_ENSMUSP0000008 D    186     76     15
    190   111       56.3553   115       52.7013       60.7058   176254   15.19%x_ENSP0000041786 D    190    189     19
    195   116       54.9908    43       52.7013       60.7058   176902   15.19%x_ENSP0000033094 D    195    194     24
    197   118       54.9106    43       52.7013       60.7058   176946   15.19%x_ENSMUSP0000002 D    197    196     26
    198   119       54.7972    43       52.7013       60.7058   177045   15.19%x_ENSMUSP0000006 D    198    197     27
    200   121       54.6714    43       52.7013       60.7058   177113   15.19%x_ENSMUSP0000003 D    200    199     29
    203   124       54.6474    43       52.7013       60.7058   177128   15.19%z_ENSMUSP0000001 D    203    202     32
    207   120    infeasible             52.7013       60.6000   178211   14.99%y_ENSP0000034107 U    207     36      5
    210   119       53.6744   298       52.7013       60.1739   180114   14.18%x_ENSP0000022032 U    210     40      9
    215   116       56.3986   172       52.7013       59.8112   183458   13.49%x_ENSP0000033661 D    215      8      7
Elapsed time = 8921.36 sec. (2251971.39 ticks, tree = 36.46 MB, solutions = 4)
    217   118       55.6868   390       52.7013       59.8112   184439   13.49%x_ENSP0000026659 D    217    216      9
    220   121       54.4396   218       52.7013       59.8112   185495   13.49%x_ENSP0000041786 U    220    219     12
    225   126       53.9844   108       52.7013       59.8112   186244   13.49%z_ENSMUSP0000001 D    225    224     17
    232   131        cutoff             52.7013       59.8112   187544   13.49%x_ENSMUSP0000003 N    232    231     24
    237   128       55.6845    53       52.7013       59.0270   189460   12.00%x_ENSMUSP0000006 U    237    186     16
    242   133       55.2393    24       52.7013       59.0270   190230   12.00%mm_ENSMUSP000000 D    242    241     21
Lazy DEBUG Label, root: ENSP00000296871   y value: 1
Lazy DEBUG Label, root: ENSMUSP00000019060   y value: 1
Lazy DEBUG Label, root: ENSP00000296871   y value: 1
    246   133       54.6904   114       52.7013       58.9802   191403   11.91%x_ENSMUSP0000002 U    246    187     17
    247   134       54.3682   182       52.7013       58.9802   192571   11.91%x_ENSP0000041786 U    247    246     18
    248   135       54.0928   277       52.7013       58.9802   192770   11.91%x_ENSP0000026124 D    248    247     19
    249   136       53.6205   111       52.7013       58.9802   193193   11.91%x_ENSMUSP0000008 D    249    248     20
Elapsed time = 9160.08 sec. (2325790.73 ticks, tree = 37.80 MB, solutions = 4)
    250   137       53.5980    77       52.7013       58.9802   193326   11.91%mm_ENSMUSP000000 D    250    249     21
    255   138       55.2330    15       52.7013       58.9139   194462   11.79%x_ENSP0000041786 U    255    254     19
Lazy DEBUG Label, root: ENSMUSP00000019060   y value: 1
Lazy DEBUG Label, root: ENSP00000296871   y value: 1
    258   141       54.2305   243       52.7013       58.9139   194984   11.79%mm_ENSMUSP000000 D    258    257     22
    260   143       53.2693   210       52.7013       58.9139   197670   11.79%x_ENSP0000026324 N    260    259     24
    265   142        cutoff             52.7013       58.9064   198799   11.77%x_ENSP0000022279 U    265     56      9
    267   144       57.3204   174       52.7013       58.7732   200666   11.52%x_ENSMUSP0000009 D    267    266     20
    270   147       53.9964   174       52.7013       58.7732   201705   11.52%x_ENSMUSP0000002 U    270    268     22
    272   148       55.3039    38       52.7013       58.7732   203728   11.52%x_ENSP0000026124 U    272    269     23
    274   150       56.4613   201       52.7013       58.7732   204000   11.52%z_ENSMUSP0000001 D    274    273     25
    277   153       54.6590    25       52.7013       58.7732   205538   11.52%x_ENSMUSP0000009 U    277    275     27
Elapsed time = 9427.27 sec. (2401224.75 ticks, tree = 38.94 MB, solutions = 4)
    278   154       56.0965   197       52.7013       58.7732   205853   11.52%x_ENSMUSP0000002 U    278    276     28
    279   155       55.6023    38       52.7013       58.7732   206357   11.52%x_ENSMUSP0000002 D    279    276     28
    287   159       55.3568    38       52.7013       58.7732   207033   11.52%x_ENSP0000026217 D    287    285     34
Lazy DEBUG Label, root: ENSP00000296871   y value: 1
Lazy DEBUG Label, root: ENSMUSP00000019060   y value: 1
Lazy DEBUG Label, root: ENSP00000296871   y value: 1
*   289+  100                           55.0836       58.7732   207250    6.70%
    292    97        cutoff             55.0836       58.7488   207618    6.65%x_ENSP0000026324 U    292     79     18
    295    94        cutoff             55.0836       58.4504   208936    6.11%x_ENSMUSP0000000 U    295     97     12
    299    90        cutoff             55.0836       58.3829   210813    5.99%x_ENSMUSP0000010 D    299     60     13
    301    88        cutoff             55.0836       58.2959   211469    5.83%x_ENSP0000033366 U    301     45     13
    303    88       56.1080   266       55.0836       58.2588   214205    5.76%x_ENSMUSP0000000 D    303     47     15
    308    83        cutoff             55.0836       58.2046   214914    5.67%z_ENSMUSP0000001 U    308    158     15
    309    84       57.2547   297       55.0836       58.1499   216492    5.57%x_ENSP0000035646 D    309    159     16
Elapsed time = 9644.04 sec. (2459110.97 ticks, tree = 13.73 MB, solutions = 5)
    311    86       56.6306   284       55.0836       58.1499   218251    5.57%x_ENSP0000041786 D    311    310     18
    313    88       55.9495   163       55.0836       58.1499   219734    5.57%x_ENSMUSP0000002 D    313    312     20
    320    83        cutoff             55.0836       57.8502   220694    5.02%x_ENSMUSP0000003 U    320     83     21
    322    83       55.4270   227       55.0836       57.7845   222132    4.90%x_ENSMUSP0000009 U    322    266     20
Lazy DEBUG Label, root: ENSP00000296871   y value: 1
    329    76        cutoff             55.0836       57.6591   222852    4.68%x_ENSP0000030217 U    329     86     24
    336    75       55.3250   112       55.0836       57.3870   223913    4.18%x_ENSP0000026124 D    336    335     19
Lazy DEBUG Label, root: ENSMUSP00000019060   y value: 1
Lazy DEBUG Label, root: ENSP00000296871   y value: 1
    344    77       55.2872    85       55.0836       57.3643   224786    4.14%x_ENSMUSP0000002 D    344    343     20
    354    71        cutoff             55.0836       57.2544   225562    3.94%mm_ENSMUSP000000 U    354    267     21
    361    64        cutoff             55.0836       56.9502   226625    3.39%x_ENSP0000026659 U    361    128     12
    371    58       55.5552    50       55.0836       56.5756   227332    2.71%z_ENSMUSP0000002 D    371    370     17
Elapsed time = 9856.30 sec. (2504813.23 ticks, tree = 11.99 MB, solutions = 5)
    381    48        cutoff             55.0836       56.3479   227936    2.30%x_ENSMUSP0000009 U    381    190     20
    388    43       56.0234   178       55.0836       56.0879   228768    1.82%x_ENSMUSP0000009 D    388    278     29
    392    41        cutoff             55.0836       56.0183   229678    1.70%x_ENSMUSP0000009 U    392    278     29
    397    37       55.6395   105       55.0836       55.7942   230277    1.29%x_ENSP0000041786 U    397    310     18
    404    35        cutoff             55.0836       55.7140   230609    1.14%x_ENSP0000041786 D    404    402     14
    413    28        cutoff             55.0836       55.6528   231262    1.03%x_ENSMUSP0000004 U    413    238     18
    426    15        cutoff             55.0836       55.3913   231522    0.56%z_ENSMUSP0000001 U    426    168     18
    439     2        cutoff             55.0836       55.2298   231726    0.27%x_ENSP0000033661 D    439     13     11

Zero-half cuts applied:  419
Lift and project cuts applied:  4
User cuts applied:  4954

Root node processing (before b&c):
  Real time             = 4363.81 sec. (960088.79 ticks)
Sequential b&c:
  Real time             = 5632.09 sec. (1578476.95 ticks)
                          ------------
Total (root+branch&cut) = 9995.90 sec. (2538565.74 ticks)
Solved in 10009.3s
	Command being timed: "timeout 12500s /home/hsoueidan/xheinz/build/xHeinz_recomb -n1 72h/mouse_MA_scores_0.1_corrected_ensp_induced_ens59.tsv -n2 72h/human_MA_scores_0.1_corrected_ensp_induced_ens59.tsv -e1 72h/mouse_string_induced_network_0.1_ens59.tsv -e2 72h/human_string_induced_network_0.1_ens59.tsv -t 12000 -rt 4000 -cog temp_data/ensembl_cog_ALL_ens59.tsv -a 1.0"
	User time (seconds): 13468.00
	System time (seconds): 542.63
	Percent of CPU this job got: 139%
	Elapsed (wall clock) time (h:mm:ss or m:ss): 2:46:59
	Average shared text size (kbytes): 0
	Average unshared data size (kbytes): 0
	Average stack size (kbytes): 0
	Average total size (kbytes): 0
	Maximum resident set size (kbytes): 24993920
	Average resident set size (kbytes): 0
	Major (requiring I/O) page faults: 0
	Minor (reclaiming a frame) page faults: 11173135
	Voluntary context switches: 661104
	Involuntary context switches: 37934
	Swaps: 0
	File system inputs: 0
	File system outputs: 0
	Socket messages sent: 0
	Socket messages received: 0
	Signals delivered: 0
	Page size (bytes): 4096
	Exit status: 0
